cow_id,date,cbt_mean,thi_mean,milk_yield_kg,activity,rumination,hr,behavior_mode,health_status
T050,2024-07-25,38.82,71.8,34.51,7811,427.3,65.4,standing,healthy
T050,2024-07-26,38.9,71.0,34.03,5171,419.6,81.6,grazing,healthy
T050,2024-07-27,38.18,70.4,34.71,7784,436.2,76.9,standing,healthy
T050,2024-07-28,38.56,61.7,32.72,6398,414.6,78.9,standing,healthy
T050,2024-07-29,38.14,68.4,37.76,7867,498.6,79.1,lying,healthy
T050,2024-07-30,38.03,68.5,26.1,7465,444.7,84.8,standing,healthy
T051,2024-07-01,39.01,61.8,39.41,7331,499.6,54.4,lying,healthy
T051,2024-07-02,38.67,68.4,21.02,7550,531.5,69.5,lying,healthy
T051,2024-07-03,38.8,61.5,24.42,9292,453.5,54.8,lying,healthy
T051,2024-07-04,39.16,66.8,23.82,9085,494.6,69.4,walking,healthy
T051,2024-07-05,38.59,66.4,33.09,6969,445.1,58.0,lying,healthy
T051,2024-07-06,38.32,63.6,31.65,8327,508.3,72.8,standing,healthy
T051,2024-07-07,38.67,68.2,29.2,10855,444.0,73.5,standing,healthy
T051,2024-07-08,38.85,70.0,26.61,5741,421.8,71.1,standing,healthy
T051,2024-07-09,38.29,63.6,31.83,7623,477.7,68.1,standing,healthy
T051,2024-07-10,38.62,68.8,24.08,7063,493.6,58.5,lying,healthy
T051,2024-07-11,39.05,64.6,24.18,8939,505.8,68.1,standing,healthy
T051,2024-07-12,38.6,64.8,29.53,8595,478.1,70.3,grazing,healthy
T051,2024-07-13,38.79,72.8,26.89,6753,453.0,66.8,lying,healthy
T051,2024-07-14,38.23,67.6,31.17,8519,508.3,53.7,grazing,healthy
T051,2024-07-15,38.42,68.7,31.2,8351,485.3,73.4,grazing,healthy
T051,2024-07-16,38.22,70.2,27.14,9025,502.1,64.0,grazing,healthy
T051,2024-07-17,38.39,73.2,26.67,9076,557.9,73.0,standing,healthy
T051,2024-07-18,38.72,63.3,28.99,5945,514.4,63.6,standing,healthy
T051,2024-07-19,38.18,69.1,27.18,9256,487.2,61.0,grazing,healthy
T051,2024-07-20,38.75,68.1,30.98,6440,521.2,72.5,standing,healthy
T051,2024-07-21,38.64,66.4,22.39,6760,545.4,74.3,standing,healthy
T051,2024-07-22,38.47,64.0,31.96,7983,520.8,62.1,walking,healthy
T051,2024-07-23,38.96,70.7,29.85,8973,526.5,66.1,lying,healthy
T051,2024-07-24,38.54,67.5,30.88,7080,439.6,62.6,grazing,healthy
T051,2024-07-25,38.6,72.4,30.68,7177,522.7,60.8,grazing,healthy
T051,2024-07-26,38.71,61.4,23.14,7380,429.0,61.6,grazing,healthy
T051,2024-07-27,38.35,66.0,33.8,9255,491.4,69.9,walking,healthy
T051,2024-07-28,38.42,72.5,30.62,7495,468.5,73.9,standing,healthy
T051,2024-07-29,38.73,66.3,35.6,8630,469.8,65.9,standing,healthy
T051,2024-07-30,38.47,72.7,22.35,5114,538.1,57.0,lying,healthy
T052,2024-07-01,38.61,60.1,32.19,8191,524.8,64.2,standing,healthy
T052,2024-07-02,38.47,65.0,35.57,7911,498.3,74.6,lying,healthy
T052,2024-07-03,38.27,69.4,29.74,7399,468.0,49.0,standing,healthy
T052,2024-07-04,38.57,63.9,27.23,9045,556.1,56.0,grazing,healthy
T052,2024-07-05,38.45,66.4,39.62,8004,496.1,62.8,standing,healthy
T052,2024-07-06,38.66,65.9,35.74,7478,467.2,81.8,lying,healthy
T052,2024-07-07,38.51,68.0,31.42,7940,516.7,63.0,walking,healthy
T052,2024-07-08,38.77,70.5,41.79,6847,507.1,80.2,lying,healthy
T052,2024-07-09,38.86,76.0,37.64,10150,533.2,76.5,lying,healthy
T052,2024-07-10,38.53,75.6,41.34,9870,499.9,69.9,lying,healthy
T052,2024-07-11,38.47,71.2,39.18,9290,539.4,67.9,lying,healthy
T052,2024-07-12,38.8,66.8,31.37,8315,430.6,74.1,grazing,healthy
T052,2024-07-13,38.18,66.1,32.27,9688,482.5,71.5,walking,healthy
T052,2024-07-14,38.65,73.8,34.0,6693,468.3,64.0,standing,healthy
T052,2024-07-15,38.68,68.8,32.05,10315,467.7,68.0,walking,healthy
T052,2024-07-16,38.56,73.3,33.91,7449,495.9,67.0,standing,healthy
T052,2024-07-17,39.02,69.1,29.55,7772,560.0,67.0,standing,healthy
T052,2024-07-18,38.53,70.0,29.25,6630,511.0,67.8,grazing,healthy
T052,2024-07-19,38.45,70.4,30.35,7829,546.9,76.2,standing,healthy
T052,2024-07-20,38.95,71.6,27.83,7009,478.2,64.8,walking,healthy
T052,2024-07-21,38.91,65.9,31.4,6360,502.0,66.4,standing,healthy
T052,2024-07-22,38.44,67.9,38.63,8775,512.6,60.5,grazing,healthy
T052,2024-07-23,38.83,70.4,38.46,5564,525.8,74.3,grazing,healthy
T052,2024-07-24,38.42,64.4,35.34,6846,509.5,66.3,walking,healthy
T052,2024-07-25,38.45,64.6,37.99,8939,505.3,71.2,grazing,healthy
T052,2024-07-26,39.02,67.5,30.85,6831,469.7,62.3,standing,healthy
T052,2024-07-27,38.43,65.9,25.26,8812,499.5,58.2,walking,healthy
T052,2024-07-28,38.64,67.7,39.06,6001,500.3,58.7,standing,healthy
T052,2024-07-29,38.65,65.9,27.46,7727,559.3,60.2,grazing,healthy
T052,2024-07-30,38.63,73.1,29.39,8593,439.3,69.0,standing,healthy
T053,2024-07-01,38.63,69.0,26.87,8529,493.8,50.7,lying,healthy
T053,2024-07-02,38.76,63.8,26.75,8082,528.4,72.1,standing,healthy
T053,2024-07-03,38.75,65.0,41.74,6736,543.7,70.7,lying,healthy
T053,2024-07-04,38.68,68.1,28.3,9339,466.8,65.5,lying,healthy
T053,2024-07-05,38.76,65.0,33.0,8013,501.8,69.5,grazing,healthy
T053,2024-07-06,38.34,66.0,35.35,7756,533.8,70.5,standing,healthy
T053,2024-07-07,39.01,71.0,29.04,9053,521.1,51.6,grazing,healthy
T053,2024-07-08,38.67,70.2,29.73,7947,470.2,65.3,grazing,healthy
T053,2024-07-09,38.85,70.5,35.31,7510,535.0,62.1,walking,healthy
T053,2024-07-10,38.49,61.0,36.77,7703,515.1,69.0,grazing,healthy
T053,2024-07-11,38.35,72.3,30.74,7030,482.0,65.3,standing,healthy
T053,2024-07-12,38.58,72.4,20.54,7042,515.7,75.8,lying,healthy
T053,2024-07-13,38.32,70.2,24.38,8629,540.1,66.4,standing,healthy
T053,2024-07-14,39.0,74.2,32.88,7850,515.6,68.2,lying,healthy
T053,2024-07-15,38.28,64.5,27.26,7489,522.9,66.6,standing,healthy
T053,2024-07-16,38.41,71.8,30.07,8686,502.6,50.5,grazing,healthy
T053,2024-07-17,38.59,67.2,41.46,9514,449.2,68.0,grazing,healthy
T053,2024-07-18,38.6,67.2,33.27,6663,538.2,67.5,standing,healthy
T053,2024-07-19,38.52,63.3,28.89,5311,543.0,73.3,grazing,healthy
T053,2024-07-20,38.52,69.8,24.82,6644,541.7,69.6,standing,healthy
T053,2024-07-21,37.98,65.4,32.57,6918,470.7,58.6,walking,healthy
T053,2024-07-22,38.99,62.4,33.72,7600,550.0,63.5,grazing,healthy
T053,2024-07-23,38.9,56.2,38.91,8275,519.3,65.3,grazing,healthy
T053,2024-07-24,38.64,68.9,25.19,6981,470.7,73.0,standing,healthy
T053,2024-07-25,39.03,70.7,23.25,8315,488.8,64.5,grazing,healthy
T053,2024-07-26,38.27,70.4,31.93,5875,443.2,68.6,grazing,healthy
T053,2024-07-27,39.03,70.6,33.1,9016,539.2,59.6,grazing,healthy
T053,2024-07-28,38.33,70.2,23.74,8578,487.7,58.3,lying,healthy
T053,2024-07-29,38.7,64.2,26.37,6937,501.4,58.7,walking,healthy
T053,2024-07-30,38.97,73.5,26.57,8832,546.5,67.6,standing,healthy
T054,2024-07-01,38.36,72.4,30.08,7415,484.6,73.9,lying,healthy
T054,2024-07-02,38.7,75.4,37.02,3608,511.2,70.3,standing,healthy
T054,2024-07-03,38.59,67.6,35.92,8070,420.1,61.1,grazing,healthy
T054,2024-07-04,38.88,69.2,33.1,6966,461.4,58.4,lying,healthy
T054,2024-07-05,38.81,66.4,29.79,6282,496.8,66.3,grazing,healthy
T054,2024-07-06,38.53,71.1,28.5,7835,447.4,61.6,lying,healthy
T054,2024-07-07,38.53,71.4,23.28,9946,478.6,62.8,standing,healthy
T054,2024-07-08,38.33,75.4,31.81,6698,489.0,68.6,walking,healthy
T054,2024-07-09,38.87,67.7,34.93,8386,479.4,69.7,lying,healthy
T054,2024-07-10,38.55,71.8,29.75,6788,528.2,62.4,grazing,healthy
T054,2024-07-11,38.84,56.9,44.11,9588,452.5,63.1,standing,healthy
T054,2024-07-12,38.38,70.6,32.23,5336,477.9,60.1,grazing,healthy
T054,2024-07-13,38.57,72.6,30.3,7931,507.1,62.6,grazing,healthy
T054,2024-07-14,38.56,70.0,31.3,6591,458.0,70.8,grazing,healthy
T054,2024-07-15,38.41,70.7,30.52,8442,366.1,63.1,standing,healthy
T054,2024-07-16,38.34,65.9,29.37,6946,511.9,62.7,walking,healthy
T054,2024-07-17,38.69,71.2,36.82,9243,527.1,60.0,standing,healthy
T054,2024-07-18,38.71,70.0,35.47,6652,486.6,66.5,standing,healthy
T054,2024-07-19,39.09,68.0,33.81,6361,536.4,61.0,standing,healthy
T054,2024-07-20,38.49,65.8,28.45,6686,519.1,56.3,lying,healthy
T054,2024-07-21,38.8,71.7,37.19,10020,399.6,55.7,standing,healthy
T054,2024-07-22,38.42,63.8,32.28,8293,393.0,60.2,standing,healthy
T054,2024-07-23,38.56,63.5,29.68,6165,457.2,56.6,standing,healthy
T054,2024-07-24,38.44,67.0,33.24,7577,489.4,60.9,grazing,healthy
T054,2024-07-25,38.85,69.6,31.58,6599,475.0,67.2,grazing,healthy
T054,2024-07-26,38.82,68.2,33.43,8055,419.4,69.5,standing,healthy
T054,2024-07-27,38.65,70.7,28.3,7040,473.9,65.1,grazing,healthy
T054,2024-07-28,38.29,73.7,32.21,10645,489.3,63.3,standing,healthy
T054,2024-07-29,38.6,65.9,29.73,7675,465.6,60.3,grazing,healthy
T054,2024-07-30,39.06,59.9,33.97,9268,480.8,55.0,walking,healthy
T055,2024-07-01,38.84,73.3,31.48,6701,492.8,65.3,grazing,healthy
T055,2024-07-02,38.93,75.9,30.82,6159,449.2,60.0,grazing,healthy
T055,2024-07-03,38.71,63.6,26.56,7810,523.6,70.1,grazing,healthy
T055,2024-07-04,38.78,67.6,28.38,7716,499.8,59.5,standing,healthy
T055,2024-07-05,38.65,71.4,37.54,8607,479.6,58.4,grazing,healthy
T055,2024-07-06,38.87,66.8,38.68,8937,491.2,65.0,lying,healthy
T055,2024-07-07,38.78,67.4,30.91,6990,451.6,68.9,standing,healthy
T055,2024-07-08,38.91,68.7,32.48,9609,469.6,54.7,lying,healthy
T055,2024-07-09,38.59,69.6,35.25,7865,466.9,66.4,grazing,healthy
T055,2024-07-10,38.64,70.4,33.28,8599,495.7,64.2,standing,healthy
T055,2024-07-11,38.83,63.4,32.46,3503,468.8,66.1,grazing,healthy
T055,2024-07-12,38.91,67.9,27.52,6385,430.7,73.1,lying,healthy
T055,2024-07-13,38.66,69.5,34.21,7795,464.4,63.4,walking,healthy
T055,2024-07-14,38.88,70.1,32.45,6268,447.2,59.3,standing,healthy
T055,2024-07-15,38.87,60.8,29.48,10994,510.8,78.1,lying,healthy
T055,2024-07-16,38.98,69.4,31.88,7231,512.3,66.4,lying,healthy
T055,2024-07-17,38.12,66.7,34.64,7505,493.7,74.4,lying,healthy
T055,2024-07-18,38.74,69.0,35.82,6197,477.2,66.9,grazing,healthy
T055,2024-07-19,38.94,62.9,28.61,7840,501.2,64.4,lying,healthy
T055,2024-07-20,38.65,67.8,31.51,9658,475.1,68.7,standing,healthy
T055,2024-07-21,38.46,68.9,39.97,9462,487.4,63.8,standing,healthy
T055,2024-07-22,38.6,71.6,30.67,8345,507.3,68.1,grazing,healthy
T055,2024-07-23,39.34,72.4,32.55,9361,526.6,72.7,standing,healthy
T055,2024-07-24,38.79,73.2,31.62,9121,488.8,59.2,grazing,healthy
T055,2024-07-25,38.41,73.3,21.04,6231,457.4,61.7,grazing,healthy
T055,2024-07-26,38.85,65.5,36.71,8924,545.6,63.1,lying,healthy
T055,2024-07-27,38.57,71.9,40.41,9845,496.0,70.4,grazing,healthy
T055,2024-07-28,39.11,71.2,32.59,9328,503.9,57.8,lying,healthy
T055,2024-07-29,38.83,73.8,29.87,9449,486.3,73.7,standing,healthy
T055,2024-07-30,39.05,65.4,39.04,6367,493.3,59.7,walking,healthy
T056,2024-07-01,38.76,67.0,32.78,7562,530.8,66.5,lying,healthy
T056,2024-07-02,38.76,66.9,28.1,7125,534.4,65.4,standing,healthy
T056,2024-07-03,38.85,72.3,27.49,7215,485.3,62.2,standing,healthy
T056,2024-07-04,38.72,66.8,33.9,8630,604.1,70.5,lying,healthy
T056,2024-07-05,38.56,67.5,21.87,9073,457.3,68.6,grazing,healthy
T056,2024-07-06,39.0,61.7,29.03,7488,506.8,66.9,grazing,healthy
T056,2024-07-07,38.88,78.4,32.37,7248,483.2,68.2,standing,healthy
T056,2024-07-08,38.91,66.8,35.97,8949,462.3,66.9,lying,healthy
T056,2024-07-09,39.25,60.7,26.9,7625,583.8,78.8,lying,healthy
T056,2024-07-10,38.73,74.2,36.96,9396,498.1,65.6,grazing,healthy
T056,2024-07-11,38.7,67.0,29.28,9232,508.9,67.8,standing,healthy
T056,2024-07-12,38.69,72.4,35.89,8510,464.9,73.4,standing,healthy
T056,2024-07-13,39.0,67.7,31.16,9722,548.2,66.2,grazing,healthy
T056,2024-07-14,38.49,68.3,29.85,9457,543.6,59.4,walking,healthy
T056,2024-07-15,38.84,66.2,26.25,7672,550.2,64.2,grazing,healthy
T056,2024-07-16,38.27,69.9,32.51,9702,507.5,45.5,standing,healthy
T056,2024-07-17,38.38,76.4,20.94,7400,496.6,65.8,lying,healthy
T056,2024-07-18,38.53,61.9,30.32,7003,530.4,76.7,grazing,healthy
T056,2024-07-19,38.99,56.8,28.85,10140,476.0,78.6,lying,healthy
T056,2024-07-20,38.54,70.1,25.02,7562,452.3,64.1,walking,healthy
T056,2024-07-21,38.86,70.5,22.74,10455,514.0,72.5,grazing,healthy
T056,2024-07-22,38.67,62.4,30.28,9919,524.7,78.3,grazing,healthy
T056,2024-07-23,38.86,61.3,31.89,7485,466.4,78.5,standing,healthy
T056,2024-07-24,38.38,66.6,22.09,6726,525.9,72.4,walking,healthy
T056,2024-07-25,38.58,70.1,25.58,11620,528.8,66.8,lying,healthy
T056,2024-07-26,38.77,70.1,26.18,8349,498.3,63.5,standing,healthy
T056,2024-07-27,38.71,67.5,29.73,8290,526.6,71.6,lying,healthy
T056,2024-07-28,38.58,68.0,29.74,8196,554.4,69.8,walking,healthy
T056,2024-07-29,38.48,67.0,27.52,10047,499.4,78.4,grazing,healthy
T056,2024-07-30,38.96,80.3,31.03,8315,458.7,67.3,lying,healthy
T057,2024-07-01,38.82,73.2,27.39,5168,488.5,67.1,standing,healthy
T057,2024-07-02,38.49,61.1,20.8,7841,429.8,71.6,lying,healthy
T057,2024-07-03,38.57,74.4,33.44,5012,543.6,78.6,grazing,healthy
T057,2024-07-04,38.7,67.0,26.59,6559,541.9,63.6,walking,healthy
T057,2024-07-05,38.26,68.0,30.53,6362,475.4,69.6,lying,healthy
T057,2024-07-06,38.56,70.6,25.96,5891,521.6,77.1,lying,healthy
T057,2024-07-07,38.54,70.6,33.55,8185,505.6,69.9,standing,healthy
T057,2024-07-08,38.87,73.7,27.86,5655,508.2,70.0,standing,healthy
T057,2024-07-09,38.62,74.7,30.37,5965,495.2,65.9,standing,healthy
T057,2024-07-10,38.55,68.7,43.19,8458,487.6,69.4,grazing,healthy
T057,2024-07-11,39.0,70.4,25.99,8027,472.5,69.6,standing,healthy
T057,2024-07-12,38.67,66.6,33.52,6801,566.4,77.7,grazing,healthy
T057,2024-07-13,38.37,72.9,32.35,6295,409.5,67.7,lying,healthy
T057,2024-07-14,38.96,73.4,34.37,5615,499.7,57.0,lying,healthy
T057,2024-07-15,38.51,69.4,32.42,9207,484.1,71.6,standing,healthy
T057,2024-07-16,38.48,66.7,30.2,6558,482.7,63.1,grazing,healthy
T057,2024-07-17,38.78,66.7,30.74,7081,517.5,68.4,standing,healthy
T057,2024-07-18,38.61,74.5,25.8,4023,469.9,67.2,standing,healthy
T057,2024-07-19,38.58,66.7,31.64,4805,527.2,73.0,lying,healthy
T057,2024-07-20,38.39,74.2,22.87,4520,487.9,80.6,standing,healthy
T057,2024-07-21,38.87,65.2,30.14,7358,444.9,68.3,walking,healthy
T057,2024-07-22,38.52,69.7,27.85,7567,499.7,72.2,grazing,healthy
T057,2024-07-23,38.94,68.5,27.63,6383,493.5,83.8,standing,healthy
T057,2024-07-24,38.78,71.3,24.31,8517,487.4,61.6,grazing,healthy
T057,2024-07-25,38.49,66.5,31.56,8058,470.9,65.3,walking,healthy
T057,2024-07-26,39.11,69.4,27.47,7055,439.1,62.4,walking,healthy
T057,2024-07-27,38.9,64.7,24.98,8685,401.6,66.7,standing,healthy
T057,2024-07-28,37.95,69.4,24.47,6309,507.7,70.9,lying,healthy
T057,2024-07-29,38.58,68.1,30.55,5465,456.3,64.2,standing,healthy
T057,2024-07-30,38.71,70.1,27.61,6652,491.2,64.4,lying,healthy
T058,2024-07-01,38.71,62.5,33.31,5384,478.0,79.8,lying,healthy
T058,2024-07-02,38.87,62.4,38.26,6652,447.3,68.6,standing,healthy
T058,2024-07-03,38.9,71.6,43.85,9444,447.2,57.7,grazing,healthy
T058,2024-07-04,39.14,66.1,35.64,7488,432.2,65.9,lying,healthy
T058,2024-07-05,39.17,60.5,30.91,7164,466.1,67.5,lying,healthy
T058,2024-07-06,39.01,65.9,36.02,6381,416.2,66.8,grazing,healthy
T058,2024-07-07,39.04,68.8,29.71,7906,484.6,73.3,walking,healthy
T058,2024-07-08,38.95,72.8,42.22,6512,434.0,62.9,walking,healthy
T058,2024-07-09,38.85,67.7,38.27,6291,456.3,52.4,lying,healthy
T058,2024-07-10,38.56,73.4,39.95,4171,495.8,72.8,grazing,healthy
T058,2024-07-11,39.13,66.2,37.23,8662,503.4,62.4,grazing,healthy
T058,2024-07-12,39.02,62.9,25.4,7061,519.5,59.3,standing,healthy
T058,2024-07-13,39.05,68.6,33.95,6780,482.9,75.3,grazing,healthy
T058,2024-07-14,38.82,69.4,41.55,8198,441.1,66.3,grazing,healthy
T058,2024-07-15,39.3,70.9,38.05,7342,437.3,66.0,grazing,healthy
T058,2024-07-16,38.5,65.2,30.78,8700,413.6,68.5,walking,healthy
T058,2024-07-17,38.88,66.8,35.37,7515,512.6,62.8,walking,healthy
T058,2024-07-18,38.84,70.8,35.62,6782,461.5,66.3,lying,healthy
T058,2024-07-19,39.0,63.3,31.76,9842,469.4,64.4,grazing,healthy
T058,2024-07-20,39.08,70.1,33.36,7003,423.7,70.5,standing,healthy
T058,2024-07-21,39.12,67.7,33.67,6820,497.0,62.7,grazing,healthy
T058,2024-07-22,38.4,63.9,33.01,9046,500.5,75.4,standing,healthy
T058,2024-07-23,38.78,69.7,32.2,7315,433.6,72.3,lying,healthy
T058,2024-07-24,39.15,64.7,36.89,7411,504.1,59.7,grazing,healthy
T058,2024-07-25,38.8,63.6,22.46,6877,506.7,59.6,standing,healthy
T058,2024-07-26,38.96,68.6,41.43,8746,493.6,57.4,grazing,healthy
T058,2024-07-27,39.27,70.6,29.28,7107,462.9,66.9,lying,healthy
T058,2024-07-28,38.63,77.1,30.5,4516,444.5,55.4,lying,healthy
T058,2024-07-29,38.5,69.5,32.39,7612,461.9,58.0,grazing,healthy
T058,2024-07-30,38.57,68.7,30.28,8691,495.4,63.2,walking,healthy
T059,2024-07-01,38.77,64.6,33.28,8513,546.4,58.8,walking,healthy
T059,2024-07-02,38.85,71.8,37.53,8535,498.4,65.3,walking,healthy
T059,2024-07-03,38.58,62.5,33.17,5273,530.7,74.0,lying,healthy
T059,2024-07-04,38.62,63.9,39.6,8316,504.5,69.4,lying,healthy
T059,2024-07-05,38.88,62.6,32.79,9339,462.3,68.5,lying,healthy
T059,2024-07-06,38.87,65.4,23.18,8238,529.2,68.4,grazing,healthy
T059,2024-07-07,38.64,74.2,46.45,8408,464.4,69.4,standing,healthy
T059,2024-07-08,38.66,69.9,42.63,6085,549.1,65.5,grazing,healthy
T059,2024-07-09,38.71,71.3,38.49,6429,512.6,55.0,standing,healthy
T059,2024-07-10,38.71,67.3,30.83,8160,519.0,70.6,standing,healthy
T059,2024-07-11,38.58,64.5,29.72,5455,493.5,65.7,grazing,healthy
T059,2024-07-12,38.43,72.0,34.04,7466,472.4,59.7,walking,healthy
T059,2024-07-13,39.33,70.6,36.66,7901,508.8,68.2,standing,healthy
T059,2024-07-14,38.38,64.3,30.18,6911,479.2,67.1,walking,healthy
T059,2024-07-15,38.68,71.9,38.92,7634,465.3,62.0,lying,healthy
T059,2024-07-16,38.89,68.4,35.16,7253,516.2,70.5,walking,healthy
T059,2024-07-17,38.57,70.2,41.74,10208,503.0,61.7,grazing,healthy
T059,2024-07-18,38.4,69.8,24.75,5605,427.6,69.0,grazing,healthy
T059,2024-07-19,38.84,60.1,31.34,9317,497.2,59.5,grazing,healthy
T059,2024-07-20,38.12,64.5,40.83,8157,473.0,65.2,lying,healthy
T059,2024-07-21,39.13,66.8,35.77,8719,504.1,64.4,standing,healthy
T059,2024-07-22,38.65,71.0,29.94,9123,455.8,63.0,grazing,healthy
T059,2024-07-23,38.37,65.4,27.1,7241,476.0,52.5,walking,healthy
T059,2024-07-24,38.68,68.7,39.14,8203,474.9,67.6,walking,healthy
T059,2024-07-25,38.59,70.1,30.98,9057,428.6,65.2,grazing,healthy
T059,2024-07-26,38.88,71.1,36.7,7691,472.6,68.7,standing,healthy
T059,2024-07-27,39.22,68.7,24.98,8674,514.6,66.2,standing,healthy
T059,2024-07-28,39.32,67.1,28.87,5588,431.9,67.3,lying,healthy
T059,2024-07-29,38.6,73.3,29.71,7178,482.0,77.4,lying,healthy
T059,2024-07-30,38.69,70.8,29.78,8237,405.0,58.7,grazing,healthy
T060,2024-07-01,38.68,70.4,37.55,6852,485.0,67.6,standing,healthy
T060,2024-07-02,38.61,65.8,28.36,8258,530.9,65.2,grazing,healthy
T060,2024-07-03,38.31,71.5,29.31,6263,478.8,67.1,standing,healthy
T060,2024-07-04,38.74,63.5,34.99,9845,479.4,58.5,standing,healthy
T060,2024-07-05,38.7,67.2,31.79,7927,514.2,62.7,standing,healthy
T060,2024-07-06,39.02,63.2,23.64,6530,461.1,58.9,grazing,healthy
T060,2024-07-07,38.57,73.6,33.22,6364,489.0,63.5,lying,healthy
T060,2024-07-08,38.62,63.8,33.05,4886,428.1,56.9,standing,healthy
T060,2024-07-09,38.68,66.8,29.44,7601,557.3,71.2,lying,healthy
T060,2024-07-10,38.91,71.9,32.14,7558,475.7,67.4,standing,healthy
T060,2024-07-11,38.75,60.9,29.68,6878,471.6,72.9,lying,healthy
T060,2024-07-12,38.68,66.7,34.78,7243,528.5,66.5,grazing,healthy
T060,2024-07-13,38.8,68.5,25.85,5188,507.6,63.3,grazing,healthy
T060,2024-07-14,38.48,69.7,24.99,6765,470.5,69.3,grazing,healthy
T060,2024-07-15,38.43,64.1,30.13,8574,503.7,63.9,standing,healthy
T060,2024-07-16,38.63,68.9,32.64,4968,458.9,59.6,standing,healthy
T060,2024-07-17,38.74,76.4,34.75,6937,504.0,63.4,lying,healthy
T060,2024-07-18,38.76,65.1,33.63,5742,509.8,53.5,grazing,healthy
T060,2024-07-19,38.62,65.8,31.97,8467,479.2,57.4,walking,healthy
T060,2024-07-20,38.57,65.9,27.28,5914,481.2,63.0,standing,healthy
T060,2024-07-21,38.46,65.0,29.72,7270,492.8,73.5,standing,healthy
T060,2024-07-22,38.93,69.2,32.26,7363,494.7,66.3,grazing,healthy
T060,2024-07-23,38.62,68.0,25.7,5166,500.8,65.2,grazing,healthy
T060,2024-07-24,38.6,66.6,30.35,6631,485.1,62.3,grazing,healthy
T060,2024-07-25,38.2,66.1,25.93,7400,515.0,56.6,standing,healthy
T060,2024-07-26,38.6,76.1,29.25,6043,473.3,63.8,grazing,healthy
T060,2024-07-27,38.6,74.4,27.6,7130,553.5,68.2,walking,healthy
T060,2024-07-28,38.84,63.2,33.83,4305,420.5,65.1,grazing,healthy
T060,2024-07-29,38.63,71.0,34.28,7628,547.7,65.8,standing,healthy
T060,2024-07-30,38.73,64.1,32.49,9893,543.6,61.5,lying,healthy
T061,2024-07-01,38.69,69.6,35.43,7201,486.3,67.1,lying,healthy
T061,2024-07-02,38.54,66.1,33.78,6451,431.0,73.1,grazing,healthy
T061,2024-07-03,38.56,75.7,33.88,7640,453.5,71.5,grazing,healthy
T061,2024-07-04,38.9,64.6,38.16,7683,524.2,73.8,lying,healthy
T061,2024-07-05,38.47,69.2,41.6,9386,471.4,60.6,standing,healthy
T061,2024-07-06,38.9,66.6,38.54,8676,494.9,72.7,grazing,healthy
T061,2024-07-07,38.26,68.6,41.61,9578,510.1,74.2,lying,healthy
T061,2024-07-08,38.7,67.8,33.47,7654,485.0,68.4,standing,healthy
T061,2024-07-09,38.6,70.0,27.04,7682,491.9,69.5,grazing,healthy
T061,2024-07-10,38.51,68.4,30.98,6765,459.2,72.9,grazing,healthy
T061,2024-07-11,38.85,69.9,35.04,8723,432.1,66.0,grazing,healthy
T061,2024-07-12,38.95,68.0,36.17,7041,404.6,73.7,standing,healthy
T061,2024-07-13,38.79,66.6,34.48,6941,526.1,79.9,standing,healthy
T061,2024-07-14,38.52,66.7,29.32,6920,446.5,63.7,standing,healthy
T061,2024-07-15,38.3,70.0,38.57,7021,440.7,91.1,grazing,healthy
T061,2024-07-16,38.75,71.1,33.33,9916,474.0,55.5,walking,healthy
T061,2024-07-17,38.33,62.6,33.38,6580,485.5,75.5,lying,healthy
T061,2024-07-18,38.8,75.9,42.19,8738,428.7,60.6,standing,healthy
T061,2024-07-19,38.41,64.9,31.51,10786,520.2,62.1,lying,healthy
T061,2024-07-20,38.93,67.6,40.02,7788,496.4,68.7,walking,healthy
T061,2024-07-21,38.59,62.3,44.2,6293,495.0,60.9,standing,healthy
T061,2024-07-22,38.45,63.4,39.39,8175,509.6,76.2,standing,healthy
T061,2024-07-23,39.05,68.7,37.13,7848,494.0,69.9,walking,healthy
T061,2024-07-24,38.58,71.0,37.52,6881,512.5,77.4,lying,healthy
T061,2024-07-25,38.27,56.9,33.95,9313,439.6,73.8,grazing,healthy
T061,2024-07-26,38.38,69.5,35.75,6014,448.2,67.7,grazing,healthy
T061,2024-07-27,38.56,64.1,38.73,8413,548.5,81.5,lying,healthy
T061,2024-07-28,38.46,61.6,38.12,8089,438.2,58.9,walking,healthy
T061,2024-07-29,38.27,67.1,34.77,6581,425.9,70.1,standing,healthy
T061,2024-07-30,38.47,66.1,42.03,6222,501.1,81.9,lying,healthy
T062,2024-07-01,38.64,69.9,34.88,5601,499.0,62.7,standing,healthy
T062,2024-07-02,38.93,70.2,28.2,7315,469.3,69.9,standing,healthy
T062,2024-07-03,38.53,65.6,35.93,7975,453.4,62.3,standing,healthy
T062,2024-07-04,38.78,71.6,29.79,9836,435.6,78.6,lying,healthy
T062,2024-07-05,39.08,75.0,30.63,6911,442.0,58.4,walking,healthy
T062,2024-07-06,38.6,65.6,21.55,7628,451.0,74.1,walking,healthy
T062,2024-07-07,38.73,69.2,35.62,7711,500.2,62.5,grazing,healthy
T062,2024-07-08,38.83,70.4,33.88,7750,503.7,56.8,lying,healthy
T062,2024-07-09,38.99,71.4,35.53,4736,447.0,70.3,standing,healthy
T062,2024-07-10,38.78,70.3,26.02,8811,468.5,75.4,standing,healthy
